정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
인천공항T2(6)B(1층),35619,4652,176,4652,176,,160
인천공항T2(8)번출입구(3층),35615,7148,5906,7147,5906,1,435
인천공항T2-3층,35611,34,28,34,28,,2
인천공항T2-B1층,35612,127,2,127,2,,4
인천공항전망대,35365,5,69,5,69,,2
인천공항전망대,35366,52,9,52,9,,2
인천공항전망대(미정차),35630,,1,,1,,0
인천공항충전소입구,35757,4,23,4,23,,0
인천공항충전소입구,35758,60,4,60,4,,2
인천과학예술영재학교,38579,167,105,166,105,1,9
인천과학예술영재학교,38580,36,621,35,621,1,21
인천광역시종합건설본부,37325,7111,6179,7106,6179,5,443
인천교(인천기계산업단지),37449,1442,809,1438,809,4,75
인천교(인천기계산업단지),37451,348,1439,342,1439,6,59
인천교삼거리,37453,1893,4653,1860,4653,33,218
인천교삼거리(인천기계산업단지),37452,1645,1179,1635,1179,10,94
인천교통공사,40032,38138,32954,38017,32954,121,2369
인천교회,38676,2358,5073,2357,5073,1,247
인천교회,39260,3104,3739,3088,3739,16,228
인천교회,39261,3531,2417,3513,2417,18,198
인천국민안전체험관,42233,98,405,98,405,,16
인천국민안전체험관,42234,947,758,943,758,4,56
인천국제공항,35613,10,,10,,,0
인천국제수산물타운,35815,16,1456,16,1456,,49
인천국제수산물타운,35816,699,61,691,61,8,25
인천그랜드컨트리클럽,42954,130,514,130,514,,21
인천그랜드컨트리클럽,42958,2,48,2,48,,1
인천글로벌캠퍼스,39850,2345,2593,2345,2593,,164
인천글로벌캠퍼스,39858,2544,2071,2544,2071,,153
인천기계공고,37272,18336,7002,18329,7002,7,844
인천기계공고,37281,4318,12084,4318,12084,,546
인천기계산업단지,37579,806,34,801,34,5,28
인천기계산업단지,37580,4,763,3,763,1,25
인천기독병원,35785,321,404,321,404,,24
인천기독병원,35803,33,150,33,150,,6
인천나비공원,40849,3977,2306,3913,2306,64,209
인천나비공원,40926,15,15,15,15,,1
인천남동우체국,39630,7685,7849,7680,7849,5,517
인천노인전문병원,40878,3714,5865,3710,5865,4,319
인천논현역앞,39658,12104,16848,12104,16848,,965
인천논현역앞,39659,15600,9398,15585,9398,15,833
인천논현중학교,92060,181,1498,179,1498,2,55
인천논현중학교,92061,450,129,447,129,3,19
인천논현중학교,92062,1086,75,1082,75,4,38
인천대검도수련원,43456,,52,,52,,1
인천대검도수련원,43695,49,,47,,2,1
인천대공원,39471,4019,965,4017,965,2,166
인천대공원,39478,3575,7431,3568,7431,7,366
인천대공원역,39395,8139,2181,8122,2181,17,344
인천대공원역,39398,55,2338,55,2338,,79
인천대공원후문(장수동),39442,4533,895,4480,895,53,180
인천대교TG(미정차),35628,,2,,2,,0
인천대입구역,38395,59527,20076,59512,20076,15,2653
인천대입구역,38396,17662,69582,17636,69582,26,2908
인천대입구역.롯데몰,38646,5762,4065,5762,4065,,327
인천대입구역.롯데몰,38649,2646,2732,2643,2732,3,179
인천대정문,38385,26244,739,26234,739,10,899
인천대정문,38386,1451,22386,1447,22386,4,794
인천대학교공과대학,38376,343,8551,343,8551,,296
인천대학교공과대학,38377,28671,38,28624,38,47,956
인천대학교공과대학,38499,500,17948,430,17948,70,614
인천대학교북문,38760,6,1367,6,1367,,45
인천대학교북문 ,38750,412,92,412,92,,16
인천대학교송도캠퍼스,38749,23062,3404,23051,3404,11,882
인천대학교송도캠퍼스,38761,9,9591,9,9591,,320
인천대학교자연과학대학,38375,209,15349,209,15349,,518
인천대학교자연과학대학,38378,24684,154,24676,154,8,827
인천마전도서관,42556,8,985,6,985,2,33
인천미래생활고등학교,40470,4185,4468,4185,4468,,288
인천미래생활고등학교,40474,5251,5388,5251,5388,,354
인천미래생활고등학교,40483,858,2010,858,2010,,95
인천미래생활고등학교,55032,2681,1297,2681,1297,,132
인천박문초등학교,38608,358,127,356,127,2,16
인천박문초등학교,38609,119,447,117,447,2,18
인천보건고등학교,42144,3115,4796,3068,4796,47,263
인천보건고등학교,42146,5917,4303,5827,4303,90,340
인천부흥고등학교,40279,1363,583,1363,583,,64
인천북항관공선부두,89195,20,1072,20,1072,,36
인천북항관공선부두,89196,444,7,444,7,,15
인천북항부두운영시설,42953,10,505,10,505,,17
인천북항부두운영시설,42959,630,13,630,13,,21
인천뷰티예술고등학교,38052,3533,4169,3509,4169,24,256
인천뷰티예술고등학교,38053,6559,2965,6555,2965,4,317
인천비즈니스고등학교,37421,4006,3726,4003,3726,3,257
인천비즈니스고등학교,37423,5028,5563,5016,5563,12,353
인천비즈니스고등학교,37614,8078,2506,8072,2506,6,352
인천비지니스고등학교,37615,398,2565,398,2565,,98
인천상공회의소,92041,116,,116,,,3
인천서곶초등학교,89355,372,8,366,8,6,12
인천서곶초등학교,89358,2,755,2,755,,25
인천서부교육지원청,42336,1406,801,1406,801,,73
인천서부교육지원청,42337,884,1957,884,1957,,94
인천서부여성회관,42131,2510,1874,2458,1874,52,146
인천서부여성회관,42134,4535,5188,4452,5188,83,324
인천서창동우체국,39820,5088,9300,5080,9300,8,479
인천서창동우체국,39821,9069,2047,9054,2047,15,370
인천서창중학교,39767,5445,5592,5445,5592,,367
인천서창중학교,39875,7465,3068,7465,3068,,351
인천성모병원정문,40844,8512,8673,8464,8673,48,572
인천성모병원정문,40857,9396,7320,9375,7320,21,557
인천성모병원종점지주차장,40919,125,4523,123,4523,2,154
인천성모병원후문,40138,2022,7751,2000,7751,22,325
인천성모병원후문,40139,4850,2122,4811,2122,39,232
인천세관통합검사센터(동측),38774,,462,,462,,15
인천세관통합검사센터(동측),38775,8,21,8,21,,0
인천세관통합검사센터(서측),38772,22,135,21,135,1,5
인천세관통합검사센터(서측),38773,3,172,3,172,,5
인천세무서후문,36179,15,214,15,214,,7
인천소방본부,37189,5258,9325,5241,9325,17,486
인천소방본부,37191,13014,5335,12980,5335,34,611
인천소방항공대,35809,174,7,174,7,,6
인천소방항공대,35810,17,315,16,315,1,11
인천송도꿈유치원,38622,4073,14,4073,14,,136
인천송도꿈유치원,38623,7,5834,7,5834,,194
인천송일초등학교,38558,588,1266,587,1266,1,61
인천송일초등학교,38575,1115,1436,1101,1436,14,85
인천수산물센터,35069,6771,6441,6678,6441,93,440
인천스타트업파크,38390,2067,904,2066,904,1,99
인천스타트업파크,38394,1077,2796,1076,2796,1,129
인천시청후문,39290,12105,8938,12084,8938,21,701
인천시청후문,39292,10931,11753,10889,11753,42,756
인천아시아드주경기장(동문),89354,982,16,919,16,63,33
인천아시아드주경기장(동문),89359,108,1458,105,1458,3,52
인천아시아드테니스장,89356,472,23,461,23,11,16
인천아시아드테니스장,89357,10,848,10,848,,28
인천여객터미널,89155,1,214,1,214,,7
인천여자고등학교,38287,9561,8366,9561,8366,,597
인천여자고등학교,38289,4982,5481,4982,5481,,348
인천여자상업고등학교,35139,307,2440,307,2440,,91
인천여자상업고등학교·이마트,35141,8693,2831,8678,2831,15,384
인천역(차이나타운),35178,23244,22621,23173,22621,71,1528
인천역(차이나타운),35179,24676,21911,24589,21911,87,1552
인천연세병원,42310,2370,2571,2368,2571,2,164
인천연합의원,42601,2376,3929,2364,3929,12,210
인천영어마을,42454,8606,7814,8599,7814,7,547
인천영어마을,42697,9373,13869,9355,13869,18,774
인천영어마을.파라곤센트럴,89437,8101,1720,8089,1720,12,327
인천영어마을앞,89436,324,1030,248,1030,76,45
인천예림학교(인천성모병원),40819,5003,5840,4986,5840,17,361
인천예림학교(인천성모병원),40820,7017,4036,7009,4036,8,368
인천예술고등학교,39332,977,561,966,561,11,51
인천예술고등학교,39533,600,693,580,693,20,43
인천옹진농협본점,35555,6828,4682,6787,4682,41,383
인천옹진농협본점,35797,913,1851,913,1851,,92
인천용학초등학교,37676,2613,21,2613,21,,87
인천의료원,36093,618,4594,616,4594,2,173
인천의료원,36107,15309,9279,15262,9279,47,819
인천의료원,36108,9568,12793,9548,12793,20,745
인천의료원,37458,4647,836,4641,836,6,182
인천이음중학교,89456,2836,911,2836,911,,124
인천이음초등학교,89399,2941,772,2941,772,,123
인천이음초등학교,89400,2957,8203,2957,8203,,372
인천인력개발원,39071,1683,894,1682,894,1,85
인천인력개발원,39072,610,1906,608,1906,2,83
인천재능대학교서문,36058,19167,25619,19087,25619,80,1492
인천재능대학교서문,36119,12651,12327,12607,12327,44,832
인천적십자병원(풍림아파트),38240,3692,5052,3687,5052,5,291
인천적십자병원(풍림아파트),38339,5677,4519,5624,4519,53,339
인천정보과학고등학교,35175,2136,3574,2136,3574,,190
인천정보과학고등학교,35183,5656,2161,5602,2161,54,260
인천정보과학고등학교,35800,33,50,33,50,,2
인천정보과학고등학교,36002,2477,5020,2469,5020,8,249
인천종합수산물센터,35074,3292,263,3199,263,93,118
인천준법지원센터·미추홀트루엘파크,37147,1019,353,1018,353,1,45
인천준법지원센터·미추홀트루엘파크,37148,215,1093,215,1093,,43
인천지방법원,37096,4735,80,4617,80,118,160
인천지방법원북부지원입구,89434,871,921,871,921,,59
인천지방법원북부지원입구,89435,84,1945,84,1945,,67
인천지방중소기업청입구,39087,3065,1110,3064,1110,1,139
인천체육고등학교,89233,213,369,207,369,6,19
인천체육고등학교입구,89048,33,23,33,23,,1
인천체육고등학교입구,89049,12,35,11,35,1,1
인천축구전용경기장,36184,79,18,79,18,,3
인천축구전용경기장,37286,2489,2575,2480,2575,9,168
인천축구전용경기장,37303,3707,1935,3692,1935,15,188
인천축구전용경기장(홈플러스),37558,466,2464,461,2464,5,97
인천축산농협,40454,430,832,422,832,8,42
인천축산물시장,42010,1445,1246,1435,1246,10,89
인천축산물시장,42011,852,1376,851,1376,1,74
인천출입국·외국인청,35127,15177,1741,15145,1741,32,563
인천출입국·외국인청,35129,1079,12803,1065,12803,14,462
인천터미널,37215,1557,24,1557,24,,52
인천터미널사거리입구,39194,1132,4566,1132,4566,,189
인천터미널역,37648,648,32,648,32,,22
인천테크노밸리U1센터,40605,6284,8452,6275,8452,9,491
인천테크노밸리U1센터,40607,9806,6090,9803,6090,3,529
인천포스코고등학교,38758,23,839,23,839,,28
인천포스코고등학교,38759,330,13,330,13,,11
인천푸른빛유치원,89376,1489,98,1489,98,,52
인천푸른빛유치원,89377,208,1574,208,1574,,59
인천항신국제여객터미널,38652,1607,888,1599,888,8,83
인천항신국제여객터미널(하행),38662,855,1131,849,1131,6,66
인천해든초등학교,89410,5030,2935,5030,2935,,265
인천해든초등학교,89411,4806,5844,4806,5844,,355
인천해양과학고,38120,1842,1138,1842,1138,,99
인천해양과학고,38566,451,435,451,435,,29
인천향교.인천도호부청사,37124,4167,11787,4157,11787,10,531
인천향교.인천도호부청사,37125,8054,1522,7990,1522,64,319
인천향교유림회관,37059,12408,4291,12369,4291,39,556
인천향교유림회관,37062,8711,13277,8694,13277,17,732
인천환경공단입구,42930,325,80,325,80,,13
인천힘찬종합병원,39628,6044,4450,6038,4450,6,349
인천힘찬종합병원,39629,4528,4730,4520,4730,8,308
인평자동차고,40149,15427,19256,15355,19256,72,1156
인평자동차고,40151,1010,784,1010,784,,59
인평자동차고,40152,417,948,417,948,,45
인평자동차고,40787,19057,11759,19021,11759,36,1027
인하국제의료센터,35643,,9,,9,,0
인하대병원,35119,13435,9573,13361,9573,74,766
인하대병원,35121,4071,1800,4066,1800,5,195
인하대병원,35486,6722,7065,6722,7065,,459
인하대병원입구,35846,6785,13869,6727,13869,58,688
인하대역,37596,23,8069,23,8069,,269
인하대역(1번출구),37066,73435,72380,73327,72380,108,4860
인하대역(7번출구),37091,99135,71654,99073,71654,62,5692
인하대역3번출구,37127,4644,20659,4639,20659,5,843
인하대역4번출구,37122,15812,5325,15801,5325,11,704
인하대정문,37099,19505,8876,19490,8876,15,946
인하대정문,37104,9555,20142,9523,20142,32,989
인하대후문,37165,63556,4791,63556,4791,,2278
인하대후문,37166,913,1342,913,1342,,75
인하대후문,37167,11530,67143,11522,67143,8,2622
인향아파트,40557,7462,448,7441,448,21,263
인향아파트,40559,494,6377,489,6377,5,229
인향아파트,41464,2679,127,2659,127,20,93
인향아파트,41465,56,5894,19,5894,37,198
인혜학교후문(원욱그린타운),41473,1204,603,1198,603,6,60
인혜학교후문(원욱그린타운),41518,571,2779,570,2779,1,111
인화1리마을회관,90210,4,11,4,11,,0
인화1리마을회관,90211,23,7,23,7,,1
인화리종점,43473,37,40,34,40,3,2
인화성입구,90063,,22,,22,,0
인화성입구,90064,23,5,18,5,5,0
인화여고,37547,4427,4533,4409,4533,18,298
인화여고,37548,9416,12867,9404,12867,12,742
일신동행정복지센터,40200,6183,3489,6168,3489,15,322
일신동행정복지센터,40205,124,2077,119,2077,5,73
일신동행정복지센터,40220,2722,2880,2718,2880,4,186
일신시장,40207,3380,5014,3366,5014,14,279
일신시장,40210,4455,2263,4424,2263,31,223
일신주공,40866,490,923,490,923,,47
일신주공109동,40868,5990,3921,5977,3921,13,330
임광그대가.서창자이아파트,39514,3198,1542,3197,1542,1,158
임광그대가.서창자이아파트,39515,268,3612,268,3612,,129
임광그대가103동,92025,3554,3245,3547,3245,7,226
임송촌,43423,9,13,9,13,,0
임송촌,43802,86,109,84,109,2,6
임학사거리,41283,499,1885,492,1885,7,79
임학역,41290,14444,21680,14418,21680,26,1204
임학역,41292,22286,12766,22225,12766,61,1168
임학지하차도앞사거리,41287,25,3263,25,3263,,109
임학지하차도앞사거리,41288,2305,7,2305,7,,77
입구지,35300,14,4,14,4,,0
입구지,35751,5,19,4,19,1,0
입구지입구,35477,18,57,18,57,,2
입구지입구,35478,40,6,40,6,,1
자동차매매단지,11020,308,554,307,554,1,28
자동차매매단지,11021,520,289,516,289,4,26
자동차매매단지,36094,286,5179,286,5179,,182
자동차매매단지,37459,4069,291,4065,291,4,145
자연사박물관,43451,1,1,1,1,,0
자연사박물관,43667,,12,,12,,0
자이금호힐스테이트,42849,318,4603,318,4603,,164
자이금호힐스테이트,42850,3338,362,3323,362,15,123
자이더테라스1단지,89297,1270,348,1270,348,,53
자이더테라스1단지,89298,413,1185,411,1185,2,53
자이더테라스2단지,42864,1794,2755,1794,2755,,151
자이더테라스2단지,42871,2984,1568,2984,1568,,151
자이더테라스2단지(209동),89460,557,762,554,762,3,43
자이더테라스2단지(209동),89495,45,529,45,529,,19
작은구월사거리,39239,5110,5978,5105,5978,5,369
작은구월사거리,39240,6606,6023,6591,6023,15,420
작전1동주민센터,41113,15839,8774,15821,8774,18,820
작전동삼성홈플러스,41044,16132,27196,16085,27196,47,1444
작전동삼성홈플러스,41050,17742,8779,17620,8779,122,884
작전동풍림아파트,41090,198,1031,198,1031,,40
작전서운동행정복지센터,41103,518,2466,518,2466,,99
작전서운동행정복지센터,41104,2666,429,2644,429,22,103
작전역,41561,7501,6271,7501,6271,,459
작전역,41562,7018,7521,7018,7521,,484
작전역 서해그랑블,41047,2560,2354,2556,2354,4,163
작전역 서해그랑블,41414,1320,2840,1320,2840,,138
작전역1번출구,41095,11652,14977,11631,14977,21,887
작전역2번출구,41092,5372,7128,5372,7128,,416
작전역3번출구,41076,9060,4558,9048,4558,12,453
작전역4번출구,41062,14451,31140,14388,31140,63,1519
작전역5번출구,41057,57521,32824,57404,32824,117,3011
작전역6번출구,41433,4090,26469,4087,26469,3,1018
작전역7번출구,41401,20986,5129,20969,5129,17,870
작전역8번출구,41093,10488,10260,10449,10260,39,691
작전중고.여고앞,41116,3230,3092,3180,3092,50,210
작전초등학교,41127,3060,2580,3031,2580,29,188
작전초등학교,41128,2825,2526,2798,2526,27,178
작전풍림아파트,41080,1026,6212,1026,6212,,241
작전풍림아파트,41091,7705,3169,7680,3169,25,362
잔다리삼거리,35519,48,53,47,53,1,3
잔다리삼거리,35559,73,50,73,50,,4
잔다리삼거리,35856,10,44,10,44,,1
잔다리삼거리,35857,13,1,13,1,,0
잔다리새마을,35866,17,66,17,66,,2
잔다리새마을,35867,40,105,40,105,,4
잔솔밭,43943,37,29,34,29,3,2
잔솔밭,43944,17,19,17,19,,1
잠진도삼거리,35743,72,1,72,1,,2
잠진도삼거리,35744,2,97,2,97,,3
잠진도입구,35749,8,74,8,74,,2
잠진도입구,35750,25,21,25,21,,1
장경리공영주차장,44141,1,22,1,22,,0
장경리공영주차장,44190,30,1,28,1,2,1
장경리해수욕장,44092,4,14,2,14,2,0
장경리해수욕장,44191,6,1,6,1,,0
장곡.고촌고등학교,80066,341,236,341,236,,19
장곡.고촌고등학교,80288,68,34,68,34,,3
장곶돈대,43931,43,8,43,8,,1
장곶돈대,43932,12,28,12,28,,1
장곶횟집,43118,13,25,13,25,,1
장곶횟집,43478,24,7,24,7,,1
장구란,90349,1,5,1,5,,0
장구란,90354,,1,,1,,0
장기동,41345,719,168,719,168,,29
장기동,41346,319,3266,319,3266,,119
장기동,41347,2455,13960,2444,13960,11,547
장기동,41348,17857,3140,17829,3140,28,699
장도초등학교,39127,412,576,412,576,,32
장도초등학교,39129,2097,925,2097,925,,100
장릉입구,80046,19,169,19,169,,6
장릉입구,80047,227,6,227,6,,7
장미아파트,37044,6392,8690,6382,8690,10,502
장미아파트,37092,19216,9734,19130,9734,86,965
장미아파트,37094,10348,14082,10311,14082,37,814
장미아파트(19동)앞,37474,3684,2815,3679,2815,5,216
장미아파트(19동)앞,37540,2477,4723,2471,4723,6,240
장서초등학교,39965,3733,691,3727,691,6,147
장서초등학교,39966,1179,5499,1174,5499,5,222
장수.서창동행정복지센터,39580,4046,8458,4034,8458,12,416
장수.서창동행정복지센터,39581,8258,1933,8258,1933,,339
장수공영차고지,39566,2993,1098,2848,1098,145,136
장수공영차고지,92064,289,141,45,141,244,14
장수교,39336,475,529,475,529,,33
장수교(서창동입구),39337,274,1058,274,1058,,44
장수동,39373,607,1610,606,1610,1,73
장수동,39391,848,846,842,846,6,56
장수동,39393,3208,4606,3206,4606,2,260
장수빌라,39577,498,1045,498,1045,,51
장수사거리,39389,11671,3144,11643,3144,28,493
장수사거리,39397,195,2305,195,2305,,83
장수사거리,39501,2414,7161,2406,7161,8,319
장수사거리,39542,4724,355,4707,355,17,169
장수주공(청소년수련원),39417,65,2031,63,2031,2,69
장수주공(청소년수련원),39424,3138,52,3122,52,16,106
장수초등학교,39342,2656,1526,2615,1526,41,139
장수초등학교,39352,959,2175,944,2175,15,104
장수파출소,39543,15,655,15,655,,22
장승마루,90028,,25,,25,,0
장승마루,90029,20,1,20,1,,0
장승마을,43200,,40,,40,,1
장승마을,43714,67,,42,,25,2
장승백이시장,39280,4013,1481,3977,1481,36,183
장승백이시장,39282,511,4023,507,4023,4,151
장아초등학교,39873,954,566,951,566,3,50
장아초등학교 ,39874,173,1608,172,1608,1,59
장안,43418,10,32,9,32,1,1
장안,43445,70,16,65,16,5,2
장안마을,43133,5,1,5,1,,0
장안마을,43855,1,3,1,3,,0
장안말(구초지분교)입구,90083,79,123,79,123,,6
장안말(구초지분교)입구,90084,119,133,119,133,,8
장안말(온천스파),43144,24,8,24,8,,1
장안말(온천스파),43253,30,2,28,2,2,1
장안말(온천스파),43892,9,15,6,15,3,0
장안사거리,37285,15838,3819,15827,3819,11,655
장안사거리,37295,4734,17840,4710,17840,24,752
장안촌동쪽,43933,2,25,2,25,,0
장암마을,90155,76,63,75,63,1,4
장암마을,90156,46,37,46,37,,2
장애인복지관,37249,2558,2749,2546,2749,12,176
장애인종합복지관,43627,1,10,1,10,,0
장인가구,39706,294,257,294,257,,18
장자말,43142,24,27,23,27,1,1
장자말,43257,61,1,60,1,1,2
장자촌,43141,22,,20,,2,0
장자촌,43255,,3,,3,,0
장전,43415,32,2,32,2,,1
장전,43500,2,16,2,16,,0
장정2리마을회관,43665,2,74,1,74,1,2
장정2리마을회관,43693,128,4,122,4,6,4
장지포,90238,,7,,7,,0
장지포,90239,14,3,14,3,,0
장천사거리,37282,1894,2468,1894,2468,,145
장천사거리,37610,283,1248,283,1248,,51
장천사거리,37651,397,1254,397,1254,,55
장촌길 입구,90379,8,4,8,4,,0
장촌길 입구,90382,5,4,5,4,,0
장촌마을,35475,205,15,202,15,3,7
장촌마을,35476,7,186,3,186,4,6
장촌빌라,35321,190,9,186,9,4,6
장촌빌라,35397,2,150,2,150,,5
장하,43184,5,29,5,29,,1
장하,43204,37,4,37,4,,1
장화교회앞,43121,29,33,29,33,,2
장화교회앞,43539,53,46,51,46,2,3
장화리학생수련원,43426,50,57,49,57,1,3
장화리학생수련원,43474,22,19,22,19,,1
장흥낚시터,43211,15,2,14,2,1,0
장흥낚시터,43890,4,4,4,4,,0
장흥리종점,43643,35,42,35,42,,2
장흥리종점,43888,15,23,15,23,,1
장흥매점,43641,,4,,4,,0
장흥매점,43891,2,2,2,2,,0
장흥삼거리,43153,48,20,48,20,,2
장흥삼거리,43881,13,44,10,44,3,1
장흥저수지(성공회.해든뮤지움),90081,211,153,211,153,,12
장흥저수지(성공회.해든뮤지움),90082,42,171,42,171,,7
재능대·한국외대 송도캠퍼스,38754,85,,85,,,2
재능대·한국외대 송도캠퍼스,38755,23,1634,23,1634,,55
재활용품수집장,43165,,16,,16,,0
저수지관리소,43264,32,,31,,1,1
저수지휴게소,43567,12,47,11,47,1,1
적두마을(월곳교회),43190,27,,25,,2,0
적두마을(월곳교회),43709,,41,,41,,1
적석사입구,43348,26,60,25,60,1,2
적석사입구,43847,87,4,77,4,10,3
전동교회,35199,7436,4256,7402,4256,34,389
전동교회,35200,2320,8140,2313,8140,7,348
전득이고개입구,90187,11,15,10,15,1,0
전득이고개입구,90188,11,26,10,26,1,1
전들,43477,65,4,58,4,7,2
전들,43835,5,61,5,61,,2
전등사남문,43515,133,259,123,259,10,13
전등사남문,43893,252,96,252,96,,11
전등사동문,43521,131,646,129,646,2,25
전등사동문,43895,424,286,424,286,,23
전소,35231,6320,4613,6308,4613,12,364
전소,35232,5923,6107,5922,6107,1,401
전원미술관앞,43387,214,11,212,11,2,7
전원미술관앞,43810,8,272,8,272,,9
전인연립(종점),40132,103,314,103,314,,13
절아래,90401,12,25,12,25,,1
절아래,90402,21,13,19,13,2,1
점촌,43414,40,1,24,1,16,1
점촌,43806,,49,,49,,1
젓개마을,35828,2,73,2,73,,2
젓개마을,35829,3,2,3,2,,0
젓개마을입구,35322,1,,1,,,0
젓개마을입구,35398,2,,2,,,0
정광아파트(병무청),37008,4586,41,4579,41,7,154
정광아파트(병무청),37009,10,4756,8,4756,2,158
정광아파트.만수주공11단지,39476,6992,7293,6968,7293,24,476
정광아파트.만수주공11단지,39477,7217,4655,7206,4655,11,395
정기무역,35083,1507,213,1476,213,31,57
정다운그린빌,92024,1965,3337,1963,3337,2,176
정든마을아파트,40055,2275,4196,2251,4196,24,215
정든마을아파트,40057,4881,1980,4856,1980,25,228
정병원,40413,5069,4572,5066,4572,3,321
정부인천지방합동청사,37386,35780,15549,35749,15549,31,1710
정부인천지방합동청사,37388,26420,31530,26368,31530,52,1931
정비단지,37005,2233,1635,2233,1635,,128
정비단지,37006,842,2179,842,2179,,100
정서진삼거리,89234,4,501,4,501,,16
정석항공과학고,37168,30010,6195,29994,6195,16,1206
정석항공과학고,37170,9674,32111,9670,32111,4,1392
정수사입구,43404,49,24,49,24,,2
정수사입구,43436,5,22,5,22,,0
정하,43183,30,13,30,13,,1
정하,43208,6,14,6,14,,0
제물포시장,37310,714,726,714,726,,48
제물포시장,37311,913,1000,913,1000,,63
제물포여자중학교,37288,4025,2035,4015,2035,10,202
제물포여자중학교,37290,5733,5310,5706,5310,27,368
제물포여자중학교,37298,7640,10163,7594,10163,46,593
제물포역,37355,57491,35501,57410,35501,81,3099
제물포역,37364,33591,22822,33535,22822,56,1880
제물포역,37496,33723,43314,33598,43314,125,2567
제물포역,37498,17267,5940,17267,5940,,773
제물포역,37502,32343,41500,32316,41500,27,2461
제물포역(동양빌딩),37339,896,4933,896,4933,,194
제물포중학교,42064,2244,2651,2211,2651,33,163
제물포중학교,42065,2696,1778,2686,1778,10,149
제운사거리(청년창업특화거리),37175,3492,5160,3474,5160,18,288
제운사거리(청년창업특화거리),37534,4723,5899,4703,5899,20,354
제일시장,37316,7019,6899,7019,6899,,463
제일시장,37329,10443,10838,10425,10838,18,709
제일시장사거리,37667,1046,691,1046,691,,57
제일주유소,57020,2567,1468,2567,1468,,134
제일주유소,57021,959,3697,959,3697,,155
제일풍경채,42833,3033,3671,3028,3671,5,223
제일풍경채1차정문앞,89350,1784,1268,1784,1268,,101
제일풍경채2차,89349,11,281,11,281,,9
제일풍경채2차321동앞,42866,2949,1285,2947,1285,2,141
제일풍경채2차321동앞,42873,359,1130,352,1130,7,49
제일풍경채2차323동앞,42891,6264,6532,6251,6532,13,426
제일풍경채2차331동앞,42989,1947,3522,1946,3522,1,182
제적봉앞마을,90060,,1,,1,,0
제적봉입구,43654,,19,,19,,0
제적봉입구,43686,1,,,,1,0
조광교회입구,43533,2,,2,,,0
조광교회입구,43868,,33,,33,,1
조달청(한양2차아파트),37511,6312,14350,6272,14350,40,688
조달청비축기지,35114,1446,5640,1422,5640,24,236
조달청비축기지,35115,4441,1781,4428,1781,13,207
조동초등학교,39464,2990,1920,2990,1920,,163
조동초등학교,39465,21,1246,21,1246,,42
조리미입구,80068,1295,60,1295,60,,45
조리미입구,80069,45,1370,45,1370,,47
조바위,90350,,20,,20,,0
조바위,90351,12,6,12,6,,0
조산,43192,11,70,7,70,4,2
조산,43334,113,9,105,9,8,4
조산교회,43172,11,25,11,25,,1
조산교회,43338,68,9,64,9,4,2
조산초등학교,43189,12,209,12,209,,7
조산초등학교,43593,159,21,151,21,8,6
종갱이,43180,86,157,86,157,,8
종갱이,43288,122,69,116,69,6,6
종근당,40002,265,22,265,22,,9
종근당,40005,12,717,12,717,,24
종근당.충정로역,11002,179,8067,179,8067,,274
종로약국,57005,747,1107,747,1107,,61
종로약국,57007,2019,805,2019,805,,94
종생마을,80161,985,182,973,182,12,38
종생마을,80162,103,1385,102,1385,1,49
종점(병무청),37014,2308,20,2308,20,,77
종합터미널,37242,43725,21191,43551,21191,174,2163
종합터미널,39177,13486,37115,13442,37115,44,1686
종현동정보화마을,62043,40,161,38,161,2,6
종현동정보화마을,62044,137,35,137,35,,5
좌동교차로,89371,,106,,106,,3
좌동마을,42452,202,57,202,57,,8
좌동마을,89253,57,183,57,183,,8
좌동마을입구,42456,36,127,36,127,,5
좌동마을입구,42928,176,52,175,52,1,7
주거단지,35118,334,388,332,388,2,24
주거단지,35120,224,817,223,817,1,34
주공12단지,35082,815,185,815,185,,33
주공12단지,35084,479,434,479,434,,30
주공6단지후문,40453,4898,2762,4898,2762,,255
주공뜨란채아파트,40708,3363,3217,3322,3217,41,219
주공뜨란채아파트,40803,3945,3053,3925,3053,20,233
주공아파트,40867,371,800,367,800,4,39
주물단지,42291,1213,3939,1210,3939,3,171
주안1동행정복지센터,37385,5554,7479,5547,7479,7,434
주안2동치안센터,37302,7041,4806,7034,4806,7,394
주안4동행정복지센터,37333,146,229,145,229,1,12
주안4동행정복지센터,37335,38,476,38,476,,17
주안5동행정복지센터,37526,706,1064,706,1064,,59
주안7동행정복지센터,37214,18769,19953,18705,19953,64,1290
주안7동행정복지센터,37216,22934,16641,22842,16641,92,1319
주안국가산단역,37583,7169,811,7169,811,,266
주안국가산단역,37584,30,2223,30,2223,,75
주안남초등학교,37283,7536,8542,7490,8542,46,535
주안남초등학교,37284,11888,4489,11867,4489,21,545
주안도서관,37341,605,345,605,345,,31
주안도서관,37342,419,473,419,473,,29
주안매매단지,37586,371,239,371,239,,20
주안북부,37471,1614,8837,1614,8837,,348
주안북부역,37418,19408,12753,19391,12753,17,1072
주안북부역,37420,16724,13008,16709,13008,15,991
주안북초등학교,37417,4711,7408,4707,7408,4,403
주안사거리,37330,17162,11688,17064,11688,98,961
주안사거리,37514,3308,9292,3308,9292,,420
