정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
마전지구3,42646,7,4685,7,4685,,156
마전지구대원아파트,42481,5012,55,5012,55,,168
마전지구대원아파트,89446,8,4745,8,4745,,158
마전지구버스차고지,89259,3475,163,3475,163,,121
마전지구버스차고지,89345,52,2303,52,2303,,78
마전초등학교,42408,4662,5225,4662,5225,,329
마포역,14001,,554,,554,,18
마포역,14002,375,,375,,,12
막촌,43460,336,26,315,26,21,12
막촌,43776,,173,,173,,5
만석동행정복지센터,36046,3798,1630,3773,1630,25,180
만석부두,36076,422,3389,418,3389,4,127
만석부두,36079,4593,1607,4575,1607,18,206
만석비치타운,36106,599,6560,597,6560,2,238
만석비치타운,36126,1425,1031,1425,1031,,81
만석삼거리,36185,2500,5644,2456,5644,44,271
만석삼거리,36186,969,1409,967,1409,2,79
만석주공,36057,13624,2485,13537,2485,87,536
만석초등학교,36056,711,198,689,198,22,30
만석초등학교,36187,1,111,1,111,,3
만수1동행정복지센터,39294,12229,4737,12169,4737,60,565
만수2동행정복지센터·포레시안,39731,15591,9364,15587,9364,4,831
만수2동행정복지센터·포레시안,39735,9530,10980,9530,10980,,683
만수3동주민센터,39425,18458,24609,18380,24609,78,1435
만수3동주민센터,39427,29695,12249,29641,12249,54,1398
만수3동주민센터,39544,489,195,478,195,11,22
만수3동주민센터,39545,107,969,104,969,3,35
만수4동주민센터,39452,6262,6723,6233,6723,29,432
만수4동주민센터,39454,6693,11478,6665,11478,28,605
만수6동주민센터입구,39277,4283,12078,4269,12078,14,545
만수7.8단지앞,39497,890,2155,880,2155,10,101
만수7.8단지앞,39635,2972,2341,2966,2341,6,177
만수고등학교,39680,2254,1792,2254,1792,,134
만수고등학교,39681,2388,2326,2388,2326,,157
만수북중학교,39468,1138,1887,1138,1887,,100
만수북중학교,39469,2335,648,2335,648,,99
만수북초등학교,39420,5903,4554,5865,4554,38,348
만수소방서,39428,8258,14782,8199,14782,59,768
만수소방서,39433,31869,11824,31737,11824,132,1456
만수신동아아파트·동인천고,39485,9304,9481,8761,9481,543,626
만수신동아아파트·동인천고,39578,420,47,413,47,7,15
만수역,39385,2413,51,2413,51,,82
만수역,39388,371,16850,360,16850,11,574
만수종합시장,39451,26577,9493,26401,9493,176,1202
만수종합시장,39592,8909,20870,8812,20870,97,992
만수주공1단지,39401,3194,3139,3188,3139,6,211
만수주공320동앞,39431,1450,1883,1450,1883,,111
만수주공4단지,39440,7851,5714,7836,5714,15,452
만수주공4단지,39443,10051,9005,10029,9005,22,635
만수주공정문,39408,10806,7585,10785,7585,21,613
만수주공정문,39410,2886,3389,2870,3389,16,209
만수주공후문,39435,4591,10601,4570,10601,21,506
만수주공후문,39438,13226,3989,13158,3989,68,573
만수중(대토단지),39400,267,1518,267,1518,,59
만수중학교후문,39745,127,905,127,905,,34
만수초등학교,39303,1791,5201,1787,5201,4,233
만수초등학교,39307,457,958,454,958,3,47
만수치안센터,39455,908,517,908,517,,47
만월종합사회복지관,92065,2,1657,2,1657,,55
만월중학교,39962,2456,340,2449,340,7,93
만월중학교,39963,132,2735,132,2735,,95
만의골입구,39666,74,82,74,82,,5
만의골입구,39672,2,66,2,66,,2
만정낚시터,35682,105,61,105,61,,5
만정낚시터,35696,33,74,33,74,,3
만정낚시터입구,35683,65,94,65,94,,5
만정낚시터입구,35695,90,116,90,116,,6
망양돈대,90224,2,41,2,41,,1
망양돈대,90225,17,,17,,,0
망월3리,43332,177,141,168,141,9,10
망월3리,43580,,22,,22,,0
망월입구,43117,5,,5,,,0
망월입구,43576,23,36,23,36,,1
망월입구,43790,11,16,10,16,1,0
망월종점,43788,4,9,4,9,,0
매음1리마을회관,90173,15,19,15,19,,1
매음1리마을회관,90174,21,4,21,4,,0
매음3리마을회관(민머루),90321,25,17,25,17,,1
매음3리마을회관(민머루),90322,11,1,10,1,1,0
매제미고개,43837,28,11,27,11,1,1
매제미고개,43988,,11,,11,,0
먼우금사거리,38114,6322,4159,6307,4159,15,349
먼우금초등학교,38021,3178,10431,3178,10431,,453
메이루즈커낼파크뷰,42747,3368,9274,3360,9274,8,421
메이루즈커낼파크뷰,42762,9938,3515,9922,3515,16,448
메이루즈커낼파크뷰정문,42794,3636,3899,3634,3899,2,251
메제미,43302,131,27,131,27,,5
메제미,43598,32,137,32,137,,5
면사무소입구,90018,7,183,6,183,1,6
면사무소입구,90019,129,8,121,8,8,4
면허시험장,39006,2297,2109,2297,2109,,146
명가빌라(회차),37553,2296,2228,2239,2228,57,150
명보주택앞,43979,1,10,1,10,,0
명보주택앞,43984,35,11,33,11,2,1
명신여자고등학교,40289,17452,4813,17432,4813,20,742
명신여자고등학교,40291,5408,12432,5406,12432,2,594
명신초등학교,43394,92,,88,,4,3
명신초등학교,43803,5,98,5,98,,3
명진부페,43632,11,11,11,11,,0
